this will trigger class loading and parsing of the supplied file .,try { zone rules provider . get available zone ids ( ) ; fail ( ) ; } catch ( exception in initializer error e ) { assert that ( e ) . has cause that ( ) . is instance of ( illegal state exception . class ) ; assert that ( e ) . has cause that ( ) . has message that ( ) . is equal to ( __str__ ) ; },this trigger loading
user a can not impersonate user c @$ it fails .,for ( string servlet : new string [ ] { __str__ @$ __str__ @$ __str__ } ) { httpurl connection conn = auth url . open connection ( new url ( serverurl + servlet + __str__ ) @$ token ) ; assert . assert equals ( httpurl connection . http_forbidden @$ conn . get response code ( ) ) ; },a impersonate c
now increment the iterator that gave us the best result,for ( peekable iterator < t > iterator : iterators ) { if ( ! iterator . has next ( ) ) { continue ; } t t = iterator . peek ( ) ; int result = comparator . compare ( lowest @$ t ) ; if ( result == __num__ ) { iterator . next ( ) ; return lowest ; } } throw new assert exception ( __str__ ) ;,that gave result
we send diff and forward any packet starting last processed zxid,assert op type ( leader . diff @$ db . last processed zxid @$ db . last processed zxid ) ; assert equals ( __num__ @$ learner handler . get queued packets ( ) . size ( ) ) ; reset ( ) ;,diff starting zxid
top left bottom left bottom right top right,back bottom card . set card vertices ( new float [ ] { __num__ @$ back bitmap . get height ( ) / __num__ @$ __num__ @$ __num__ @$ __num__ @$ __num__ @$ back bitmap . get width ( ) @$ __num__ @$ __num__ @$ back bitmap . get width ( ) @$ back bitmap . get height ( ) / __num__ @$ __num__ } ) ;,bottom left right
the stp loop that zeros 16 bytes in each iteration .,masm . align ( crb . target . word size * __num__ ) ; masm . bind ( main loop ) ; masm . stp ( __num__ @$ zr @$ zr @$ a arch64 address . create post indexed immediate address ( base @$ __num__ ) ) ; masm . bind ( main check ) ; masm . subs ( __num__ @$ size @$ size @$ __num__ ) ; masm . branch conditionally ( a arch64 assembler . condition flag . ge @$ main loop ) ;,stp loop bytes
row objects only make sense for body section of grid .,t row object ; if ( section == section . body && row >= __num__ && row < grid . get data source ( ) . size ( ) ) { row object = grid . get data source ( ) . get row ( row ) ; } else { row object = null ; },objects make sense
first case : we complete the inner usertask .,task service . complete ( user task . get id ( ) ) ; user task = task service . create task query ( ) . single result ( ) ; assert not null ( user task ) ; assert equals ( __str__ @$ user task . get task definition key ( ) ) ;,we complete usertask
we expect categorical values to be already encoded,easy predict model wrapper . config cfg = new easy predict model wrapper . config ( ) . set use external encoding ( true ) . set convert invalid numbers to na ( true ) . set convert unknown categorical levels to na ( true ) . set model ( mojo mdl ) ; easy predict model wrapper easy predict = new easy predict model wrapper ( cfg ) ; return new h2o mojo model ( easy predict ) ;,we expect values
we already handled rooted paths with empty relative part .,preconditions . check state ( ! strings . is null or empty ( expected ) @$ arg . get path ( ) ) ; dirent child = parent list . get dirents ( ) . maybe get dirent ( expected ) ; return ( child != null && expected . equals ( child . get name ( ) ) ) ? path casing lookup value . good : path casing lookup value . bad ;,we handled paths
similarly @$ experiment flag can override the whitelist .,string whitelist = override whitelist != null ? override whitelist : default whitelist ; if ( __str__ . equals ( whitelist ) ) { return true ; } for ( string oob pkg name : whitelist . split ( __str__ ) ) { if ( package names in same process . contains ( oob pkg name ) ) { return true ; } } return false ;,flag override whitelist
get the join keys from parent reduce sink operators,for ( operator < ? extends operator desc > parent op : parent ops ) { reduce sink desc rsconf = ( ( reduce sink operator ) parent op ) . get conf ( ) ; byte tag = ( byte ) rsconf . get tag ( ) ; list < expr node desc > keys = rsconf . get key cols ( ) ; key expr map . put ( tag @$ keys ) ; } context . set key expr map ( key expr map ) ;,keys reduce operators
we have new content : change ci connection :,w connection . add modify listener ( new modify listener ( ) { public void modify text ( modify event e ) { ci = trans meta . find database ( w connection . get text ( ) ) ; set flags ( ) ; } } ) ;,we have content
clean configuration file when num exceed max version,try ( fs data output stream output stream = file system . create ( temp scheduler config path ) ) { clean configuration file ( ) ; v sched conf . write xml ( output stream ) ; log . info ( __str__ + temp scheduler config path ) ; } catch ( io exception e ) { log . info ( __str__ + temp scheduler config path @$ e ) ; throw e ; },num exceed version
always cleanup any created deployments @$ even if the test failed,list < dmn deployment > deployments = dmn repository service . create deployment query ( ) . list ( ) ; for ( dmn deployment deployment : deployments ) { dmn repository service . delete deployment ( deployment . get id ( ) ) ; },any created deployments
member 1 has a lower weight @$ and all of the primaries,partition member info impl details1 = build details ( member1 @$ __num__ @$ __num__ @$ new long [ ] { __num__ @$ __num__ @$ __num__ @$ __num__ } @$ new long [ ] { __num__ @$ __num__ @$ __num__ @$ __num__ } ) ;,member has weight
another consumer beat us to it failed the cas,final long offset = calc element offset ( c index @$ mask ) ; final e e = lp element ( buffer @$ offset ) ; so element ( buffer @$ offset @$ null ) ; so sequence ( s buffer @$ seq offset @$ c index + mask + __num__ ) ;,consumer beat us
the day is invalid @$ kill the node .,if ( ! has bounds ) { m temp rect . set empty ( ) ; node . set content description ( __str__ ) ; node . set bounds in parent ( m temp rect ) ; node . set visible to user ( false ) ; return ; },day kill node
check if we can delete the index safely .,if ( latest timestamp of first index <= earliest event time ) { final file indexing directory = index dirs . get ( __num__ ) ; get index manager ( ) . remove index ( indexing directory ) ; index config . remove index directory ( indexing directory ) ; delete directory ( indexing directory ) ; if ( max event id > - __num__ ) { index config . set min id indexed ( max event id + __num__ ) ; } },we delete index
for colocated regions you ca n't locally destroy a partitioned region .,if ( root . is destroyed ( ) || root instanceof ha region || root instanceof partitioned region ) { continue ; } try { root . local destroy region ( __str__ ) ; } catch ( throwable t ) { logger . error ( __str__ + region full path @$ t ) ; },you destroy region
external table should also check the underlying file size .,if ( status == status . pass && meta store utils . is external table ( table . gett table ( ) ) ) { log . warn ( __str__ @$ table . get complete name ( ) ) ; status = status . unavailable ; },table check size
something into edit text . enable the button .,rename dialog . get button ( alert dialog . button_positive ) . set enabled ( true ) ; alert dialogs helper . set button text color ( new int [ ] { dialog interface . button_positive } @$ get accent color ( ) @$ rename dialog ) ;,something enable button
'otheritems ' represents the hash code for the previous versions .,int otheritems = ( lenient ? __num__ : __num__ ) | ( first day of week << __num__ ) | ( minimal days in first week << __num__ ) | ( zone . hash code ( ) << __num__ ) ; long t = get millis of ( this ) ; return ( int ) t ^ ( int ) ( t > > __num__ ) ^ otheritems ;,'otheritems represents code
we did n't find one cache so setup,if ( _s == null ) { fallback semaphore per circuit . put if absent ( command key . name ( ) @$ new tryable semaphore actual ( properties . fallback isolation semaphore max concurrent requests ( ) ) ) ; return fallback semaphore per circuit . get ( command key . name ( ) ) ; } else { return _s ; },we find setup
if we start foo then foobar requests will be handled by foo,foo . start ( ) ; assert that ( connector . get response ( __str__ ) @$ matchers . contains string ( __str__ ) ) ; assert that ( connector . get response ( __str__ ) @$ matchers . contains string ( __str__ ) ) ; assert that ( connector . get response ( __str__ ) @$ matchers . contains string ( __str__ ) ) ;,we start foo
ns 0 is slow and renew lease should take a long time,long t0 = monotonic now ( ) ; router protocol . renew lease ( __str__ ) ; long t = monotonic now ( ) - t0 ; assert true ( __str__ + t + __str__ @$ t > time unit . seconds . to millis ( __num__ ) ) ;,lease take time
tolerate a schema that omits the trailing space,if ( trailing space < __num__ ) { tag name = string . substring ( pos [ __num__ ] @$ string . length ( ) - __num__ ) ; } else { tag name = string . substring ( pos [ __num__ ] @$ trailing space ) ; } values = read tag ( tag name @$ string @$ pos ) ;,that omits space
verify rows are what they should be,grid cell element cell = grid . get cell ( __num__ @$ __num__ ) ; string text before = cell . get text ( ) ; cell . click ( ) ; assert equals ( __str__ @$ text before @$ cell . get text ( ) ) ;,they be what
method name can not use reserved keyword @$ e.g . return,if ( is reserved word ( operation id ) ) { string new operation id = underscore ( __str__ + operation id ) ; logger . warn ( operation id + __str__ + new operation id ) ; return new operation id ; },name use keyword
... then fetch the uvs for the specified uv set name ...,list < vector2f > uvs for name = uvs for material . get ( uv set name ) ; if ( uvs for name == null ) { uvs for name = new array list < vector2f > ( ) ; uvs for material . put ( uv set name @$ uvs for name ) ; },then fetch uvs
for whitespaces @$ we skip all following ws,for ( ; i < len - __num__ ; i ++ ) { ch = sb . char at ( i + __num__ ) ; if ( ch != __num__ && ch != __num__ && ch != __num__ && ch != __num__ ) break ; },we skip ws
ensure disconnect does not reset blackout period if already disconnected,time . sleep ( reconnect backoff max ms test ) ; assert true ( client . can connect ( node @$ time . milliseconds ( ) ) ) ; client . disconnect ( node . id string ( ) ) ; assert true ( client . can connect ( node @$ time . milliseconds ( ) ) ) ;,disconnect reset period
return a copy so the caller ca n't change the fields .,if ( fields . length > __num__ ) { object stream field [ ] dup = new object stream field [ fields . length ] ; system . arraycopy ( fields @$ __num__ @$ dup @$ __num__ @$ fields . length ) ; return dup ; } else { return fields ; },caller change fields
security off @$ so default should just return simple name,test constructor success ( __str__ @$ __str__ ) ; test constructor success ( __str__ @$ __str__ ) ; test constructor success ( __str__ @$ __str__ ) ; test constructor success ( __str__ @$ __str__ ) ; test constructor success ( __str__ @$ __str__ ) ;,default return name
else we could have read anything .,assert equals ( ( integer ) i @$ actual ) ; assert true ( __str__ + e @$ safe ) ; assert true ( __str__ + __str__ + e + __str__ + i + __str__ @$ cache . lost partitions ( ) . contains ( i ) ) ;,we read anything
single dot the end matches this package and all its subpackages .,if ( p . ends with ( __str__ ) ) { string patprefix = p . substring ( __num__ @$ p . length ( ) - __num__ ) ; if ( path . starts with ( patprefix ) ) { if ( path . length ( ) == patprefix . length ( ) || path . char at ( patprefix . length ( ) ) == __str__ ) { return true ; } } },end matches package
this can select remote @$ but latency aware policy will prefer local,builder . with load balancing policy ( new token aware policy ( new latency aware policy . builder ( cassandra . local dc != null ? dc aware round robin policy . builder ( ) . with local dc ( cassandra . local dc ) . build ( ) : new round robin policy ( ) ) . build ( ) ) ) ;,policy prefer local
test that i can send another request on the same connection .,request = client . new request ( host @$ port ) ; listener = new future response listener ( request ) ; connection . send ( request @$ listener ) ; consume ( input @$ false ) ; http response = __str__ + __str__ + __str__ ; output . write ( http response . get bytes ( standard charsets . utf_8 ) ) ; output . flush ( ) ; listener . get ( __num__ @$ time unit . seconds ) ;,i send request
we 've found the 'fmt ' chunk,if ( fmt == wave file format . fmt_magic ) { break ; } else { length = rllong ( dis ) ; nread += __num__ ; if ( length % __num__ > __num__ ) length ++ ; nread += dis . skip bytes ( length ) ; },we found chunk
now lets check that the consumer has received some messages,list < message > messages = consumer . flush messages ( ) ; log . info ( __str__ ) ; for ( iterator < message > iter = messages . iterator ( ) ; iter . has next ( ) ; ) { object message = iter . next ( ) ; log . info ( __str__ + message ) ; } assert equals ( __str__ @$ producer . get message count ( ) @$ messages . size ( ) ) ;,consumer received messages
does the output stream have delayed visibility,switch ( capability . to lower case ( locale . english ) ) { case commit constants . stream_capability_magic_output : case commit constants . stream_capability_magic_output_old : return ! put tracker . output immediately visible ( ) ; case stream capabilities . hflush : case stream capabilities . hsync : return false ; default : return false ; },stream delayed visibility
set the last time we have seen this link to now,if ( inlinks . size ( ) > __num__ ) { datum . get meta data ( ) . put ( orphan_key_writable @$ new int writable ( now ) ) ; } else { orphaned score ( url @$ datum ) ; },we seen link
setting property setting partition attributes to partition attributes factory,int lmax ; try { lmax = integer . parse int ( local max memory ) ; } catch ( number format exception nfe ) { throw new illegal argument exception ( __str__ + local max memory + __str__ ) ; } pa = paf . set local max memory ( lmax ) . set redundant copies ( redundancy ) . create ( ) ;,property attributes factory
then views should have intermediate alpha value .,assert that ( m view fade out . get alpha ( ) ) . is greater than ( __num__ ) ; assert that ( m view fade out . get alpha ( ) ) . is less than ( __num__ ) ; assert that ( m view fade out . get visibility ( ) ) . is equal to ( view . visible ) ;,views have value
compute the total number of map & reduce tasks submitted,int total map tasks = cluster stats . get submitted map tasks ( ) ; int total reduce tasks = cluster stats . get submitted reduce tasks ( ) ; if ( log . is debug enabled ( ) ) { log . debug ( __str__ + total map tasks ) ; log . debug ( __str__ + total reduce tasks ) ; log . debug ( __str__ + max map load ) ; log . debug ( __str__ + max reduce load ) ; },& reduce tasks
need i pv 4 address to identify interface,inet4 address target = net . any inet4 address ( interf ) ; if ( target == null ) throw new io exception ( __str__ ) ; int target address = net . inet4 as int ( target ) ; net . set interface4 ( fd @$ target address ) ;,i pv address
single part drains all @$ one by one,list < single partmime drain reader callback impl > single partmime reader callbacks = _current multi partmime reader callback . get single partmime reader callbacks ( ) ; assert . assert equals ( single partmime reader callbacks . size ( ) @$ __num__ ) ;,part drains all
then we try a sequence of random chunk sizes,list < integer > chunk sizes = new array list < > ( ) ; for ( int i = __num__ ; i < lines / __num__ ; i ++ ) { chunk sizes . add ( i ) ; } return chunk sizes ;,we try sequence
we hit a block jumping upwards @$ let 's destroy it !,tiled map tile layer layer = ( tiled map tile layer ) map . get layers ( ) . get ( __str__ ) ; layer . set cell ( ( int ) tile . x @$ ( int ) tile . y @$ null ) ; koala . position . y = tile . y + tile . height ;,let destroy it
see if we have input streams leading to this step !,if ( input . length > __num__ ) { cr = new check result ( check result . type_result_ok @$ base messages . get string ( pkg @$ __str__ ) @$ step meta ) ; remarks . add ( cr ) ; } else { cr = new check result ( check result . type_result_error @$ base messages . get string ( pkg @$ __str__ ) @$ step meta ) ; remarks . add ( cr ) ; },we have input
run through messages until we reach ours .,while ( next . get callback ( ) != this ) { m manager . execute ( next ) ; m manager . recycle ( next ) ; next = m manager . next ( ) ; } m manager . execute ( next ) ;,we reach ours
avoid unnecessary schema changes as this trips up cockroach db,try { if ( schema . get name ( ) . equals ( original schema name or search path ) || ! schema . exists ( ) ) { return ; } do change current schema or search path to ( schema . get name ( ) ) ; } catch ( sql exception e ) { throw new flyway sql exception ( __str__ + schema @$ e ) ; },this trips db
another consumer beat us to it failed the cas,final int offset = calc element offset ( c index @$ mask ) ; final e e = lp element ( buffer @$ offset ) ; so element ( buffer @$ offset @$ null ) ; so sequence ( s buffer @$ seq offset @$ c index + mask + __num__ ) ; return e ;,consumer beat us
verify that the refresh does indeed show 2 p ms,final list < payment method > methods = payment method processor . refresh payment methods ( mock payment provider plugin . plugin_name @$ account @$ plugin_properties @$ call context @$ internal call context ) ; assert . assert equals ( methods . size ( ) @$ __num__ ) ; check payment method exists with status ( methods @$ existingpm id @$ true ) ; check payment method exists with status ( methods @$ new pm id @$ true ) ;,refresh show ms
we can save space by removing the log of deletions,m db . execute ( __str__ ) ; m usn += __num__ ; m models . before upload ( ) ; m tags . before upload ( ) ; m decks . before upload ( ) ; mod schema no check ( ) ; m ls = m scm ;,we save space
measure ourselves @$ this should set the measured dimension flag back,if ( cache index < __num__ || s ignore measure cache ) { on measure ( width measure spec @$ height measure spec ) ; m private flags3 &= ~ pflag3_measure_needed_before_layout ; } else { long value = m measure cache . value at ( cache index ) ; set measured dimension raw ( ( int ) ( value > > __num__ ) @$ ( int ) value ) ; m private flags3 |= pflag3_measure_needed_before_layout ; },this set flag
trying to run the operation again will throw lock failed exception,awaitility . await ( ) . at most ( __num__ * timeout @$ time unit . seconds ) . until true ( run plugin operation in background ( plugin operation @$ callback @$ true ) ) ; assert . assert equals ( callback . get run count ( ) @$ __num__ ) ;,operation throw exception
peek at the next record so we can update the min timestamp,if ( delegate . has next ( ) ) { next = delegate . next ( ) ; min timestamp = next == null ? long . max_value : next . get key ( ) . time ( ) ; } else { next = null ; min timestamp = long . max_value ; } evictions ++ ;,we update timestamp
see if we have any data at all .,if ( result . is empty ( ) ) { log . error ( __str__ + row key str + __str__ ) ; print locations ( result ) ; return false ; } if ( ! verify values && ! verify cf and column integrity ) { return true ; },we have data
ok @$ we just process the usage command instead .,if ( thrown . is empty ( ) ) { return this . usage command . process ( source @$ __str__ @$ args . next if present ( ) . map ( string :: to lower case ) . or else ( null ) ) ; } else { throw new nucleus command exception ( thrown ) ; },we process command
specify applications to be installed and configured when emr creates the cluster,application hive = new application ( ) . with name ( __str__ ) ; application spark = new application ( ) . with name ( __str__ ) ; application ganglia = new application ( ) . with name ( __str__ ) ; application zeppelin = new application ( ) . with name ( __str__ ) ;,emr creates cluster
some teritories do not have currencies @$ like antarctica,locale loc = new locale ( __str__ @$ __str__ ) ; try { currency curr = currency . get instance ( loc ) ; assert null ( __str__ @$ curr ) ; } catch ( illegal argument exception e ) { fail ( __str__ + e ) ; },teritories have currencies
second gbk forces the output to be materialized,p assert . that ( result ) . contains in any order ( kv . of ( __str__ @$ immutable list . of ( __num__ @$ __num__ @$ __num__ ) ) @$ kv . of ( __str__ @$ immutable list . of ( __num__ ) ) ) ;,gbk forces output
keep doing this until we get a legit hfile,while ( true ) { file status [ ] hf fss = fs . list status ( fam dir ) ; if ( hf fss . length == __num__ ) { continue ; } for ( file status hfs : hf fss ) { if ( ! hfs . is directory ( ) ) { return hfs . get path ( ) ; } } },we get hfile
| | ft instanceof g fx define compacted font,if ( main panel . is internal flash viewer selected ( ) ) { image panel . set timelined ( main panel . make timelined ( font tag @$ font page num ) @$ font tag . get swf ( ) @$ __num__ ) ; },fx define font
for hour table we store only data for last 3 months,ps hour . set timestamp ( __num__ @$ new timestamp ( now . minus ( graph period . three_months . number of points + __num__ @$ chrono unit . hours ) . to epoch milli ( ) ) @$ date time utils . utc_calendar ) ; minute records removed = ps minute . execute update ( ) ; hour records removed = ps hour . execute update ( ) ; connection . commit ( ) ;,we store data
test that generated policy file has included both policies,assert . assert true ( files . read all lines ( paths . get ( generated policy ) ) . contains ( class loader perm string . to string ( ) . split ( __str__ ) [ __num__ ] ) ) ; assert . assert true ( files . read all lines ( paths . get ( generated policy ) ) . contains ( socket perm string . to string ( ) . split ( __str__ ) [ __num__ ] ) ) ;,file included policies
first filtering @$ should get 5 servers,assert equals ( filtered . size ( ) @$ __num__ ) ; server s1 = filtered . get ( __num__ ) ; server s2 = filtered . get ( __num__ ) ; server s3 = filtered . get ( __num__ ) ; server s4 = filtered . get ( __num__ ) ; server s5 = filtered . get ( __num__ ) ;,first get servers
num of keys should get zero as all values are destroyed,for ( int i = __num__ ; i < __num__ ; i ++ ) { region . destroy ( integer . to string ( i ) ) ; } assert equals ( __num__ @$ key index1 stats . get num updates ( ) ) ; assert equals ( __num__ @$ key index1 stats . get number of keys ( ) ) ; qs . remove index ( key index2 ) ;,num get zero
note : spinner models require use of long values,if ( bit offset >= __num__ ) { last bit = bit offset ; if ( bit offset <= start bit ) { int start = math . min ( start bit @$ bit offset ) ; bit offset model . set value ( ( long ) start ) ; } long bit size = math . abs ( bit offset - start bit ) + __num__ ; bit size model . set value ( bit size ) ; },models require use
check sui ds @$ note all suid for enum is 0 l,if ( __num__ != class desc . get serial versionuid ( ) || __num__ != super class . get serial versionuid ( ) ) { throw new invalid class exception ( super class . get name ( ) @$ __str__ + super class + __str__ + super class ) ; } byte tc = nexttc ( ) ;,sui ds all
when the node has only one child,if ( parent == x ) { x = parent . left == null ? parent . right : parent . left ; } else if ( x . left == null ) { if ( parent . left == x ) parent . left = x . right ; else parent . right = x . right ; } else { if ( parent . left == x ) parent . left = x . left ; else parent . right = x . left ; },node has child
these two message should not match the wild card .,connection1 . send ( create message ( producer info1 @$ activemq destination . create destination ( __str__ @$ destination type ) @$ delivery mode ) ) ; connection1 . send ( create message ( producer info1 @$ activemq destination . create destination ( __str__ @$ destination type ) @$ delivery mode ) ) ;,message match card
load the inner class reference first see if it messes up usage,tester . set source file ( __str__ @$ __str__ @$ __str__ @$ __str__ @$ __str__ @$ __str__ @$ __str__ ) . create stub jar ( ) . add stub jar to classpath ( ) . set source file ( __str__ @$ __str__ @$ __str__ @$ __str__ @$ __str__ ) . create stub jar ( ) . add stub jar to classpath ( ) . set source file ( __str__ @$ __str__ @$ __str__ @$ __str__ @$ __str__ @$ __str__ ) . test can compile ( ) ;,it messes usage
invoke the method to ensure it has a type profile,try { for ( int i = __num__ ; i < __num__ ; i ++ ) { method . invoke ( receiver @$ args ) ; } } catch ( exception e ) { throw new runtime exception ( e ) ; },it has profile
load a version of apple that does define that method,apple . load new version ( __str__ @$ retrieve rename ( __str__ @$ __str__ ) ) ; result result = run unguarded ( caller clazz @$ __str__ @$ new object [ ] { ( byte ) __num__ } ) ; assert equals ( ( byte ) __num__ @$ result . return value ) ;,that define method
not using jndi so we use the core services directly,sf = activemq client . create server locator withoutha ( new transport configuration ( invm connector factory . class . get name ( ) ) ) . create session factory ( ) ; session = sf . create session ( ) ;,we use services
these address types have meaningless address offsets,if ( address . is external address ( ) || address . is variable address ( ) || address . is register address ( ) ) { return string representation . compare to ( other location . string representation ) ; },types have offsets
this thread is doing the real work and must finish the future,if ( own lock grantor future result ) { assert . assert true ( this . lock grantor future result == lock grantor future result ref ) ; if ( get lock grantor id failed ) { lock grantor future result ref . cancel ( false ) ; } else { lock grantor future result ref . set ( the lock grantor id ) ; } this . lock grantor future result = null ; },thread doing work
update the entity @$ which will increment the version field,user transaction tx1 = session context . get user transaction ( ) ; try { tx1 . begin ( ) ; em . join transaction ( ) ; em . merge ( employee ) ; em . flush ( ) ; tx1 . commit ( ) ; return get employee notx ( employee . get id ( ) ) ; } catch ( exception e ) { throw new runtime exception ( __str__ @$ e ) ; },which increment field
other inconsistencies will produce class cast exception below .,notification listener listener = ( notification listener ) arguments [ __num__ ] ; notification filter filter = ( notification filter ) arguments [ __num__ ] ; object handback = arguments [ __num__ ] ; emitter . add notification listener ( listener @$ filter @$ handback ) ; delegate to function service ( object name @$ method name @$ null @$ signature ) ; return null ;,inconsistencies produce exception
first check if we have a default override ...,string default memory override = system . get property ( __str__ ) ; if ( default memory override != null ) { return bytes . parse ( default memory override ) ; } double ratio of free mem = __num__ ; string default memory ratio override = system . get property ( __str__ ) ; if ( default memory ratio override != null ) { ratio of free mem = double . parse double ( default memory ratio override ) ; },we have override
state has changed @$ invalidate saved value,if ( ev . get_atom ( ) == xwm . xa_wm_state . get atom ( ) ) { state changed = true ; state changed ( ev . get_time ( ) @$ saved state @$ getwm state ( ) ) ; },state changed invalidate
lets probe filetype of manifest @$ we should not detect xml,file manifest file = new file ( output + file . separator + __str__ ) ; byte [ ] magic = test utils . read header of file ( manifest file @$ __num__ ) ; assert false ( arrays . equals ( this . xml header @$ magic ) ) ;,we detect xml
adapter calls this when user taps reply icon,m comment adapter . set reply listener ( new reader comment adapter . request reply listener ( ) { @ override public void on request reply ( long comment id ) { set reply to comment id ( comment id @$ true ) ; } } ) ;,taps reply icon
look for dominating blocks that have existing nodes,if ( ! replaced ) { for ( block d : block to existing . get keys ( ) ) { if ( strictly dominates ( d @$ b ) ) { use . replace first input ( node @$ block to existing . get ( d ) ) ; break ; } } },that have nodes
create a job with test build wrappers,free style project project = rule . create free style project ( ) ; project . get build wrappers list ( ) . add ( new decorated wrapper ( ) ) ; project . get build wrappers list ( ) . add ( new echo wrapper ( ) ) ;,job build wrappers
check that we do n't receive too many buffers,if ( ++ number of buffers per channel [ boe . get ( ) . get channel index ( ) ] > number of expected buffers per channel ) { throw new illegal state exception ( __str__ + __str__ + boe . get ( ) . get channel index ( ) + __str__ ) ; },we receive buffers
server triggers exception after destroying 5 keys,region . get attributes mutator ( ) . set cache writer ( new throwing cache writer < > ( new cache listener action < > ( operation . destroy @$ creates -> { if ( creates >= __num__ ) { throw new cache writer exception ( __str__ ) ; } } ) ) ) ;,server triggers exception
if the observer was triggered @$ it would have cleared itself,vm1 . invoke ( new serializable runnable ( __str__ ) { @ override public void run ( ) { assert null ( distribution message observer . get instance ( ) ) ; region region = get cache ( ) . get region ( __str__ ) ; version tag tag = ( ( local region ) region ) . get version tag ( __num__ ) ; assert equals ( __num__ @$ tag . get entry version ( ) ) ; } } ) ;,it cleared itself
no default path @$ just expand the top level,tree path path = new tree path ( this . site tree . get path to root ( ( tree node ) this . site tree . get root ( ) ) ) ; this . get tree site ( ) . expand path ( path ) ;,path expand level
ok we have some match and need to update,if ( ! root zookeeper . equals ( last prefix ) && ! ( __str__ . equals ( last prefix ) ) ) { update count ( last prefix @$ __num__ ) ; update bytes ( last prefix @$ data == null ? __num__ : data . length ) ; },we have match
we also call the cache release to decrease the usage count,if ( ! instance . is discarded ( ) && ! to discard ) { root_logger . tracef ( __str__ @$ instance . get id ( ) ) ; instance . get component ( ) . get cache ( ) . release ( instance ) ; },we call release
check if we have any caption updates to report,if ( is new subtitle data available ( ) ) { subtitle subtitle = create subtitle ( ) ; if ( ! input buffer . is decode only ( ) ) { subtitle output buffer output buffer = available output buffers . poll first ( ) ; output buffer . set content ( input buffer . time us @$ subtitle @$ format . offset_sample_relative ) ; release input buffer ( input buffer ) ; return output buffer ; } },we have updates
check that data streamer correctly split data by nodes .,for ( int i = __num__ ; i < keys_count ; i ++ ) { if ( g . affinity ( default_cache_name ) . is primary ( n @$ i ) ) assert not null ( c . local peek ( i ) ) ; else assert null ( c . local peek ( i ) ) ; },streamer split data
play the shutter sound to notify that we 've taken a screenshot,m screenshot layout . post ( new runnable ( ) { @ override public void run ( ) { m camera sound . play ( media action sound . shutter_click ) ; m screenshot view . set layer type ( view . layer_type_hardware @$ null ) ; m screenshot view . build layer ( ) ; m screenshot animation . start ( ) ; } } ) ;,we taken screenshot
current listing is exhausted & fetch a new listing,if ( i >= this listing . get partial listing ( ) . length && this listing . has more ( ) ) { this listing = dfs . list paths ( src @$ this listing . get last name ( ) @$ need location ) ; if ( this listing == null ) { throw new file not found exception ( __str__ + src + __str__ ) ; } i = __num__ ; },& fetch listing
fetch the batch and make sure it contains the right state,final batch batch after step1 = batch retriever . fetch batch ( batch name ) ; assert . assert not null ( __str__ @$ batch after step1 ) ; assert . assert equals ( __str__ @$ success fully completed steps @$ batch after step1 . get step names ( ) ) ;,it contains state
generated extensions and their related generated messages .,if ( containing type default instance == null ) { throw new illegal argument exception ( __str__ ) ; } if ( descriptor . get lite type ( ) == wire format . field type . message && message default instance == null ) { throw new illegal argument exception ( __str__ ) ; } this . containing type default instance = containing type default instance ; this . default value = default value ; this . message default instance = message default instance ; this . descriptor = descriptor ;,extensions generated messages
verify that we can persist an object with a couple map mappings,vice president vp sales = new vice president ( ) ; vp sales . name = __str__ ; company company = new company ( ) ; company . conference room extensions . put ( __str__ @$ __str__ ) ; company . organization . put ( __str__ @$ vp sales ) ; s . persist ( company ) ; s . flush ( ) ; s . clear ( ) ;,we persist object
run a word count example keeping tasks that match this pattern,test result result ; final path in dir = new path ( __str__ ) ; final path out dir = new path ( __str__ ) ; result = launch word count ( job conf @$ in dir @$ out dir @$ __str__ + __str__ @$ __num__ @$ __num__ @$ sys dir ) ; assert equals ( __str__ + __str__ @$ result . output ) ;,that match pattern
if the type has no properties then return object,if ( prop names . is empty ( ) ) { return get native type ( js type native . object_type ) ; } immutable map . builder < string @$ js type > props = new immutable map . builder < > ( ) ;,properties return object
create threads and make them run transactions concurrently .,thread thread id [ ] = new thread [ num_threads ] ; for ( int i = __num__ ; i < num_threads ; i ++ ) { transactions trans = new transactions ( namesystem @$ num_transactions ) ; thread id [ i ] = new thread ( trans @$ __str__ + i ) ; thread id [ i ] . start ( ) ; },them run transactions
mock we 've stored the c 2 states,mock state store for container ( c3 @$ assigned ) ; fpga resource handler . reacquire container ( get container id ( __num__ ) ) ; assert . assert equals ( __num__ @$ fpga resource handler . get fpga allocator ( ) . get used fpga count ( ) ) ; assert . assert equals ( __num__ @$ fpga resource handler . get fpga allocator ( ) . get available fpga count ( ) ) ;,we stored the
forward the call change event to the call change listeners .,try { for ( call change listener l : get call change listeners ( ) ) l . call state changed ( ev ) ; } finally { if ( call change event . call_state_change . equals ( ev . get property name ( ) ) && call state . call_ended . equals ( ev . get new value ( ) ) ) { remove call ( call ) ; } },call change event
